Subject,Start Date,Start Time,End Date,End Time,Description,Location
-PED149 for,2015-01-07,10:15,2015-01-07,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED150 sem,2015-02-24,14:15,2015-02-24,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED150 for,2015-03-03,12:15,2015-03-03,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-03-03,14:15,2015-03-03,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-03-04,10:15,2015-03-04,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-03-04,12:15,2015-03-04,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-03-04,15:15,2015-03-04,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-03-10,12:15,2015-03-10,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-03-10,14:15,2015-03-10,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED150 for,2015-03-17,12:15,2015-03-17,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-03-17,14:15,2015-03-17,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-03-18,10:15,2015-03-18,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-03-18,12:15,2015-03-18,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-03-18,15:15,2015-03-18,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-03-24,12:15,2015-03-24,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-03-24,14:15,2015-03-24,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-03-25,10:15,2015-03-25,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-03-25,12:15,2015-03-25,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-03-25,15:15,2015-03-25,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-04-07,12:15,2015-04-07,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-04-07,14:15,2015-04-07,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED150 for,2015-04-14,12:15,2015-04-14,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-04-14,14:15,2015-04-14,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-04-15,10:15,2015-04-15,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-04-15,12:15,2015-04-15,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-04-15,15:15,2015-04-15,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-04-21,12:15,2015-04-21,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-04-21,14:15,2015-04-21,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-04-22,10:15,2015-04-22,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-04-22,12:15,2015-04-22,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-04-22,15:15,2015-04-22,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-04-28,12:15,2015-04-28,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-04-28,14:15,2015-04-28,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-04-29,10:15,2015-04-29,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-04-29,12:15,2015-04-29,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-04-29,15:15,2015-04-29,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
-PED150 for,2015-05-05,12:15,2015-05-05,14:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B3 001 aud
-PED150 sem,2015-05-05,14:15,2015-05-05,16:00,Hillen Stefanie Andrea, Willbergh Ilmi,CK B2 006 aud , CK B3 001 aud
-PED149 for,2015-05-06,10:15,2015-05-06,12:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK B3 001 aud
-PED149 sem,2015-05-06,12:15,2015-05-06,15:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F1 022 sem, CK F1 023 sem
-PED149 gr,2015-05-06,15:15,2015-05-06,16:00,Sæbø Grethe Ingebrigtsvold, Tanggaard Tor,CK F2 017, CK F2 018, CK F2 021, CK F2 022, CK F2 023, CK F2 012, CK F2 019, CK F2 016
